#NetworkNum	ID	MatchName	Solvent	AmbiguityScore	Hitscore	CoverageScore	MatchedConnections	UnmatchedConnections
Network11	bmse000723	N_2_furoyl_glycine_methyl_ester	D2O	0.0	0.2	1.0	CX2-CX1->C6-C10,	
Network12	bmse000367	chloroacetic_acid	D2O	0.0	1.0	1.0	CX2-CX1->C5-C4,	
Network13	bmse000273	D_Aspartate	D2O	0.0	0.333	1.0	CX2-CX1->C8-C6,	
Network14	bmse000019	D_ornithine	D2O	0.0	0.25	0.667	CX2-CX2->C2-C2,CX1-CX2->C1-C2,	CX1-CX3->C1-?,CX3-CX2->?-?,
Network14	bmse000038	L_glutamine	D2O	0.0	0.25	0.667	CX2-CX2->C2-C2,CX1-CX2->C3-C2,	CX1-CX3->C3-?,CX3-CX2->?-?,
Network14	bmse000044	L_methionine	D2O	0.0	0.333	0.667	CX2-CX2->C2-C2,CX1-CX2->C3-C2,	CX1-CX3->C3-?,CX3-CX2->?-?,
Network14	bmse000153	L_methionine_methylsulfonium_iodide	D2O	0.0	0.333	0.667	CX2-CX2->C7-C7,CX1-CX2->C9-C7,	CX1-CX3->C9-?,CX3-CX2->?-?,
Network14	bmse000162	L_ornithine	D2O	0.0	0.25	0.667	CX2-CX2->C2-C2,CX1-CX2->C7-C2,	CX1-CX3->C7-?,CX3-CX2->?-?,
Network14	bmse000397	DL_Methionine_sulfoxide	D2O	0.0	0.333	0.667	CX2-CX2->C7-C7,CX1-CX2->C9-C7,	CX1-CX3->C9-?,CX3-CX2->?-?,
Network14	bmse000430	DL_homocysteine	D2O	0.0	0.333	0.667	CX2-CX2->C5-C5,CX1-CX2->C8-C5,	CX1-CX3->C8-?,CX3-CX2->?-?,
Network14	bmse000450	D_Methionine	D2O	0.0	0.333	0.667	CX2-CX2->C6-C6,CX1-CX2->C8-C6,	CX1-CX3->C8-?,CX3-CX2->?-?,
Network14	bmse000897	D_ornithine	D2O	0.0	0.25	0.667	CX2-CX2->C2-C2,CX1-CX2->C1-C2,	CX1-CX3->C1-?,CX3-CX2->?-?,
Network14	bmse000983	O_acetyl_L_serine	D2O	1.0	0.333	0.667	CX2-CX2->C6-C6,CX1-CX2->C8-C6,	CX1-CX3->C8-?,CX3-CX2->?-?,
Network15	bmse000019	D_ornithine	D2O	0.0	0.25	1.0	CX1-CX2->C1-C2,	
Network15	bmse000029	L_arginine	D2O	0.0	0.25	1.0	CX1-CX2->C3-C2,	
Network15	bmse000038	L_glutamine	D2O	0.0	0.25	1.0	CX1-CX2->C3-C2,	
Network15	bmse000039	L_histidine	D2O	0.333	0.25	1.0	CX1-CX2->C6-C5,	
Network15	bmse000044	L_methionine	D2O	0.0	0.333	1.0	CX1-CX2->C3-C2,	
Network15	bmse000162	L_ornithine	D2O	0.0	0.25	1.0	CX1-CX2->C7-C2,	
Network15	bmse000169	L_selenomethionine	D2O	0.0	0.333	1.0	CX1-CX2->C3-C2,	
Network15	bmse000291	Selenomethionine	D2O	0.0	0.333	1.0	CX1-CX2->C9-C5,	
Network15	bmse000430	DL_homocysteine	D2O	0.0	0.333	1.0	CX1-CX2->C8-C5,	
Network15	bmse000449	Npai_Methyl_L_histidine	D2O	0.0	0.25	1.0	CX1-CX2->C11-C7,	
Network15	bmse000450	D_Methionine	D2O	0.0	0.333	1.0	CX1-CX2->C8-C6,	
Network15	bmse000711	L_arginine	D2O	0.0	0.25	1.0	CX1-CX2->C3-C2,	
Network15	bmse000897	D_ornithine	D2O	0.0	0.25	1.0	CX1-CX2->C1-C2,	
Network15	bmse000983	O_acetyl_L_serine	D2O	1.0	0.333	1.0	CX1-CX2->C8-C6,	
Network16	bmse000049	L_threonine	D2O	0.0	0.333	1.0	CX1-CX2->C4-C3,	
Network16	bmse000148	diethyl_oxalacetate	D2O	1.0	0.2	1.0	CX1-CX2->C7-C6,	
Network16	bmse000859	L_threonine	D2O	0.0	0.333	1.0	CX1-CX2->C4-C3,	
